"","Kinetics_key","Study key","Genus","Sub-genus","Virus","Strain","Temperature range (°C)","Temperature","Relative humidity range (RH, in %)","Relative humidity","pH","Studied matrix - fully names","Standardised matrices","Medium","Inoculum","Quantification method","Replicate","Re-transcribed tables or digitalised figures","Table or Figure of the study","References","DOI","log10D_AEM","nb_points","Dvalues","Dvalues_stderr","Dvalues_CV","log10D","s1","s2","s3","S"
"96","K096","QuistRybachuk2015","Alphacoronavirus","Pedacovirus","PEDV","CV777 ","40",40,"100","100","7.2","MEM at pH 7.2 ","Liquid culture medium","Liquid medium","6.5 log10 TCID50 PEDV/ml)","Vero cells (TCID-50) ","Multiple","Fig_QuistRybachuk2015_1a.jpg","Figure 1a","Quist-Rybachuk, G. V., Nauwynck, H. J. & Kalmar, I. D. Sensitivity of porcine epidemic diarrhea virus (PEDV) to pH and heat treatment in the presence or absence of porcine plasma. Veterinary microbiology181, 283-288, doi:10.1016/j.vetmic.2015.10.010 (2015)","10.1016/j.vetmic.2015.10.010","0.20904435499999999",7,2.49743780435665,0.265421237832849,0.106277416546604,0.397494681458163,3,3,1,10
"97","K097","QuistRybachuk2015","Alphacoronavirus","Pedacovirus","PEDV","CV777 ","44",44,"100","100","7.2","MEM at pH 7.2 ","Liquid culture medium","Liquid medium","6.5 log10 TCID50 PEDV/ml)","Vero cells (TCID-50) ","Multiple","Fig_QuistRybachuk2015_1a.jpg","Figure 1a","Quist-Rybachuk, G. V., Nauwynck, H. J. & Kalmar, I. D. Sensitivity of porcine epidemic diarrhea virus (PEDV) to pH and heat treatment in the presence or absence of porcine plasma. Veterinary microbiology181, 283-288, doi:10.1016/j.vetmic.2015.10.010 (2015)","10.1016/j.vetmic.2015.10.010","8.4847896000000006E-2",7,1.70843609050963,0.228012477939242,0.133462690940476,0.232598737271074,3,3,1,10
"98","K098","QuistRybachuk2015","Alphacoronavirus","Pedacovirus","PEDV","CV777 ","48",48,"100","100","7.2","MEM at pH 7.2 ","Liquid culture medium","Liquid medium","6.5 log10 TCID50 PEDV/ml)","Vero cells (TCID-50) ","Multiple","Fig_QuistRybachuk2015_1a.jpg","Figure 1a","Quist-Rybachuk, G. V., Nauwynck, H. J. & Kalmar, I. D. Sensitivity of porcine epidemic diarrhea virus (PEDV) to pH and heat treatment in the presence or absence of porcine plasma. Veterinary microbiology181, 283-288, doi:10.1016/j.vetmic.2015.10.010 (2015)","10.1016/j.vetmic.2015.10.010","-0.39532083899999998",8,0.633607099679299,0.0432927797861732,0.0683274852950447,-0.198179965045034,4,3,4,16
"99","K099","Hulst2019","Alphacoronavirus","Pedacovirus","PEDV","CV777 ","48",48,"100","100","7.5","Medium at pH 7.5 ","Liquid culture medium","Liquid medium","at least 6.2 log10 infectiou sPEDV particles per ml","Cellular infectivity (Vero E6 cells)","Multiple","Table_Hulst2019_3","Table 3","Hulst, M. M. et al. Study on inactivation of porcine epidemic diarrhoea virus, porcine sapelovirus 1 and adenovirus in the production and storage of laboratory spray-dried porcine plasma. J Appl Microbiol126, 1931-1943, doi:10.1111/jam.14235 (2019)","10.1111/jam.14235","-1.027152246",4,0.105442176667225,0.0384036931748293,0.364215671457839,-0.976985637416157,2,3,1,7
"100","K100","Kariwa2006","Betacoronavirus","Sarbecovirus","SARS-CoV-1","Hanoi ","56",56,"100","100","NA","MEM","Liquid culture medium","Liquid medium","1.17E6 TCID 50 /ml","Cellular infectivity in Vero cells (TCID-50) ","Unique","Fig_Kariwa2006_1","Figure 1","Kariwa, H., Fujii, N. & Takashima, I. Inactivation of SARS coronavirus by means of povidone-iodine, physical conditions and chemical reagents. Dermatology212 Suppl 1, 119-123, doi:10.1159/000089211 (2006)","10.1159/000089211","-1.8111931569999999",7,0.344140490967469,0.208385891108823,0.605525640191295,-0.46326422604461,3,1,1,4
"101","K101","Mullis2012","Betacoronavirus","Embecovirus","BCoV","Strain 88 ","4",4,"100","100","NA","Spiked lettuce","Food (vegetables)","Porous surface","1.2 x 10^5 plaque forming units (PFU) in either minimum essential medium (MEM) or a bovine fecalsuspension","PFU in Human rectal tumor (HRT)-18 cells ","Multiple","Fig_Mullis2012_2A.jpg","Figure 2a","Mullis, L., Saif, L. J., Zhang, Y., Zhang, X. & Azevedo, M. S. Stability of bovine coronavirus on lettuce surfaces under household refrigeration conditions. Food microbiology30, 180-186, doi:10.1016/j.fm.2011.12.009 (2012)","10.1016/j.fm.2011.12.009","2.2721128450000001",8,176.034577022092,9.57222328853718,0.0543769494065696,2.24559798108122,4,3,4,16
"102","K102","Mullis2012","Betacoronavirus","Embecovirus","BCoV","Strain 88 ","4",4,"100","100","NA","MEM + 2% FBS or 0.1% fecal suspension","Liquid culture medium","Liquid medium","1.2 x 10^5 plaque forming units (PFU) in either minimum essential medium (MEM) or a bovine fecalsuspension","PFU in Human rectal tumor (HRT)-18 cells ","Multiple","Fig_Mullis2012_2B.jpg","Figure 2b","Mullis, L., Saif, L. J., Zhang, Y., Zhang, X. & Azevedo, M. S. Stability of bovine coronavirus on lettuce surfaces under household refrigeration conditions. Food microbiology30, 180-186, doi:10.1016/j.fm.2011.12.009 (2012)","10.1016/j.fm.2011.12.009","2.827280778",9,677.949956012573,115.719119409472,0.170689766085516,2.83119763689106,4,3,1,13
"103","K103","VanDoremalen2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","WA1-2020 (MN985325.1) ","21-23",22,"40","40","NA","Duration of aerosolization : 3h","Aerosol","Aerosol","SARS-CoV-2 (10^5.25 50% tissue-culture infectious dose [TCID50] per ml) or SARS-CoV-1 (10^6.75-10^7.00 TCID50 per ml)","Cellular infectivity in Vero cells (TCID-50) ","Unique","Fig_VanDeremalen2020_1B_SARSCoV2_Aerosol.png","Figure 1B","van Doremalen, N. Aerosol and Surface Stability of SARS-CoV-2 as Compared with SARS-CoV-1. N. Engl. J. Med., doi:10.1056/NEJMc2004973 (2020)","10.1056/NEJMc2004973","NA",14,4.1797907392132,1.31743075336907,0.315190600574675,0.621154539411419,4,1,1,5
"104","K104","VanDoremalen2020","Betacoronavirus","Sarbecovirus","SARS-CoV-1","Tor2 (AY274119.3)","21-23",22,"40","40","NA","Duration of aerosolization : 3h","Aerosol","Aerosol","SARS-CoV-2 (10^5.25 50% tissue-culture infectious dose [TCID50] per ml) or SARS-CoV-1 (10^6.75-10^7.00 TCID50 per ml)","Cellular infectivity in Vero cells (TCID-50) ","Unique","Fig_VanDeremalen2020_1B_SARSCoV1_Aerosol.png","Figure 1B","van Doremalen, N. Aerosol and Surface Stability of SARS-CoV-2 as Compared with SARS-CoV-1. N. Engl. J. Med., doi:10.1056/NEJMc2004973 (2020)","10.1056/NEJMc2004973","NA",15,3.92630769546804,1.04674033539465,0.266596613557021,0.59398433123128,4,1,1,5
"105","K105","VanDoremalen2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","WA1-2020 (MN985325.1) ","21-23",22,"40","40","NA","Copper","Copper","Non-porous surface","SARS-CoV-2 (10^5.25 50% tissue-culture infectious dose [TCID50] per ml) or SARS-CoV-1 (10^6.75-10^7.00 TCID50 per ml)","Cellular infectivity in Vero cells (TCID-50) ","Unique","Fig_VanDeremalen2020_1B_SARSCoV2_Copper.png","Figure 1B","van Doremalen, N. Aerosol and Surface Stability of SARS-CoV-2 as Compared with SARS-CoV-1. N. Engl. J. Med., doi:10.1056/NEJMc2004973 (2020)","10.1056/NEJMc2004973","NA",13,54.3890228763651,24.1300605417771,0.443656812821009,1.73551125658655,4,1,1,5
"106","K106","VanDoremalen2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","WA1-2020 (MN985325.1) ","21-23",22,"40","40","NA","Cardboard","Cardboard","Porous surface","SARS-CoV-2 (10^5.25 50% tissue-culture infectious dose [TCID50] per ml) or SARS-CoV-1 (10^6.75-10^7.00 TCID50 per ml)","Cellular infectivity in Vero cells (TCID-50) ","Unique","Fig_VanDeremalen2020_1B_SARSCoV2_Cardboard.png","Figure 1B","van Doremalen, N. Aerosol and Surface Stability of SARS-CoV-2 as Compared with SARS-CoV-1. N. Engl. J. Med., doi:10.1056/NEJMc2004973 (2020)","10.1056/NEJMc2004973","NA",15,27.2477744251943,5.25906249954221,0.19300888276143,1.43533103526111,4,1,1,5
"107","K107","VanDoremalen2020","Betacoronavirus","Sarbecovirus","SARS-CoV-1","Tor2 AY274119.3 ","21-23",22,"40","40","NA","Copper","Copper","Non-porous surface","SARS-CoV-2 (10^5.25 50% tissue-culture infectious dose [TCID50] per ml) or SARS-CoV-1 (10^6.75-10^7.00 TCID50 per ml)","Cellular infectivity in Vero cells (TCID-50) ","Unique","Fig_VanDeremalen2020_1B_SARSCoV1_Copper.png","Figure 1B","van Doremalen, N. Aerosol and Surface Stability of SARS-CoV-2 as Compared with SARS-CoV-1. N. Engl. J. Med., doi:10.1056/NEJMc2004973 (2020)","10.1056/NEJMc2004973","NA",13,38.5352468660547,12.6680850993152,0.328740208758708,1.58585814552579,4,1,1,5
"108","K108","VanDoremalen2020","Betacoronavirus","Sarbecovirus","SARS-CoV-1","Tor2 AY274119.3 ","21-23",22,"40","40","NA","Cardboard","Cardboard","Non-porous surface","SARS-CoV-2 (10^5.25 50% tissue-culture infectious dose [TCID50] per ml) or SARS-CoV-1 (10^6.75-10^7.00 TCID50 per ml)","Cellular infectivity in Vero cells (TCID-50) ","Unique","Fig_VanDeremalen2020_1B_SARSCoV1_Cardboard.png","Figure 1B","van Doremalen, N. Aerosol and Surface Stability of SARS-CoV-2 as Compared with SARS-CoV-1. N. Engl. J. Med., doi:10.1056/NEJMc2004973 (2020)","10.1056/NEJMc2004973","NA",14,42.4877010341767,21.5982187241324,0.508340489092572,1.62826323249731,4,1,1,5
"109","K109","Chin2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","NA","22",22,"65","65","NA","Surface 1 cm2","Paper","Porous surface","5µL (107,8 TCID50 per ml)","Cellular infectivity by TCID50 in Vero E6 cells","Multiple","Table_Chin2020_B","Table B","Chin, A. W. H. et al. Stability of SARS-CoV-2 in different environmental conditions. The Lancet Microbe1, doi:10.1016/s2666-5247(20)30003-3 (2020)","10.1016/s2666-5247(20)30003-3","NA",2,0.193798449612403,NA,NA,-0.712649701627211,1,3,1,4
"110","K110","Chin2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","NA","22",22,"65","65","NA","Tissue paper Surface 1 cm2","Paper","Porous surface","5µL (107,8 TCID50 per ml)","Cellular infectivity by TCID50 in Vero E6 cells","Multiple","Table_Chin2020_B","Table B","Chin, A. W. H. et al. Stability of SARS-CoV-2 in different environmental conditions. The Lancet Microbe1, doi:10.1016/s2666-5247(20)30003-3 (2020)","10.1016/s2666-5247(20)30003-3","NA",2,0.151975683890578,NA,NA,-0.818225893613955,1,3,1,4
"111","K111","Chin2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","NA","22",22,"65","65","NA","Surface 1 cm2","Wood","Porous surface","5µL (107,8 TCID50 per ml)","Cellular infectivity by TCID50 in Vero E6 cells","Multiple","Table_Chin2020_B","Table B","Chin, A. W. H. et al. Stability of SARS-CoV-2 in different environmental conditions. The Lancet Microbe1, doi:10.1016/s2666-5247(20)30003-3 (2020)","10.1016/s2666-5247(20)30003-3","NA",5,9.85471258814482,5.49328326722776,0.557427039915518,0.993643962638504,2,3,1,7
"112","K112","Chin2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","NA","22",22,"65","65","NA","Surface 1 cm2","Cotton","Porous surface","5µL (107,8 TCID50 per ml)","Cellular infectivity by TCID50 in Vero E6 cells","Multiple","Table_Chin2020_B","Table B","Chin, A. W. H. et al. Stability of SARS-CoV-2 in different environmental conditions. The Lancet Microbe1, doi:10.1016/s2666-5247(20)30003-3 (2020)","10.1016/s2666-5247(20)30003-3","NA",5,16.5491927644687,15.6541262049099,0.945914790389019,1.21877681463821,2,3,1,7
"113","K113","Chin2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","NA","22",22,"65","65","NA","Surface 1 cm2","Glass","Non-porous surface","5µL (107,8 TCID50 per ml)","Cellular infectivity by TCID50 in Vero E6 cells","Multiple","Table_Chin2020_B","Table B","Chin, A. W. H. et al. Stability of SARS-CoV-2 in different environmental conditions. The Lancet Microbe1, doi:10.1016/s2666-5247(20)30003-3 (2020)","10.1016/s2666-5247(20)30003-3","NA",6,14.2327362390105,1.53987729693676,0.108192639214104,1.15328840108694,3,3,1,10
"114","K114","Chin2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","NA","22",22,"65","65","NA","Banknote Surface 1 cm2","Paper","Porous surface","5µL (107,8 TCID50 per ml)","Cellular infectivity by TCID50 in Vero E6 cells","Multiple","Table_Chin2020_B","Table B","Chin, A. W. H. et al. Stability of SARS-CoV-2 in different environmental conditions. The Lancet Microbe1, doi:10.1016/s2666-5247(20)30003-3 (2020)","10.1016/s2666-5247(20)30003-3","NA",6,15.1146841512045,3.818374001214,0.252626780885111,1.17939907623615,3,3,1,10
"115","K115","Chin2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","NA","22",22,"65","65","NA","Surface 1 cm2","Mask","Porous surface","5µL (107,8 TCID50 per ml)","Cellular infectivity by TCID50 in Vero E6 cells","Multiple","Table_Chin2020_B","Table B","Chin, A. W. H. et al. Stability of SARS-CoV-2 in different environmental conditions. The Lancet Microbe1, doi:10.1016/s2666-5247(20)30003-3 (2020)","10.1016/s2666-5247(20)30003-3","NA",7,28.5012749988709,4.33711697210829,0.152172735159396,1.45486428852039,3,3,1,10
"116","K116","Chin2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","NA","22",22,"65","65","NA","Surface 1 cm2","Mask","Porous surface","5µL (107,8 TCID50 per ml)","Cellular infectivity by TCID50 in Vero E6 cells","Multiple","Table_Chin2020_B","Table B","Chin, A. W. H. et al. Stability of SARS-CoV-2 in different environmental conditions. The Lancet Microbe1, doi:10.1016/s2666-5247(20)30003-3 (2020)","10.1016/s2666-5247(20)30003-3","NA",8,61.8112154844813,8.12350911806188,0.131424516641343,1.79106728384442,4,3,1,13
"117","K117","Ahmed2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","NA","4",4,"100","100","NA","dechlorinated tap water in the dark, kinetics for day 0 and days 3, 7, 12, 18, 25, and 33. 25.0 ± 0.2 °C","Environmental samples","Liquid medium","5 μL of gamma-irradiated SARSCoV-2 (7.03 ± 0.19 log10 gene copis (GC)) and 5 μL of MHV suspension (6.83 ± 0.10 log10 GC)","Cellular infectivity in Vero cells (TCID-50) ","Multiple","Fig_Ahmed2020_1_Tapwater.png","Figure 1 (Tap water)","Ahmed, W. et al. Decay of SARS-CoV-2 and surrogate murine hepatitis virus RNA in untreated wastewater to inform application in wastewater-based epidemiology. Environ Res191, 110092, doi:10.1016/j.envres.2020.110092 (2020)","10.1016/j.envres.2020.110092","NA",7,1622.02072307428,278.474066784397,0.171683421070351,3.21005639849371,3,3,1,10
"118","K118","Ahmed2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","NA","15",15,"100","100","NA","dechlorinated tap water in the dark, kinetics for day 0 and days 3, 7, 12, 18, 25, and 33. 25.0 ± 0.2 °C","Environmental samples","Liquid medium","5 μL of gamma-irradiated SARSCoV-2 (7.03 ± 0.19 log10 gene copis (GC)) and 5 μL of MHV suspension (6.83 ± 0.10 log10 GC)","Cellular infectivity in Vero cells (TCID-50) ","Multiple","Fig_Ahmed2020_1_Tapwater.png","Figure 1 (Tap water)","Ahmed, W. et al. Decay of SARS-CoV-2 and surrogate murine hepatitis virus RNA in untreated wastewater to inform application in wastewater-based epidemiology. Environ Res191, 110092, doi:10.1016/j.envres.2020.110092 (2020)","10.1016/j.envres.2020.110092","NA",7,1811.60377400672,513.627736351403,0.2835210125531,3.2580632167518,3,3,1,10
"119","K119","Ahmed2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","NA","25",25,"100","100","NA","dechlorinated tap water in the dark, kinetics for day 0 and days 3, 7, 12, 18, 25, and 33. 25.0 ± 0.2 °C","Environmental samples","Liquid medium","5 μL of gamma-irradiated SARSCoV-2 (7.03 ± 0.19 log10 gene copis (GC)) and 5 μL of MHV suspension (6.83 ± 0.10 log10 GC)","Cellular infectivity in Vero cells (TCID-50) ","Multiple","Fig_Ahmed2020_1_Tapwater.png","Figure 1 (Tap water)","Ahmed, W. et al. Decay of SARS-CoV-2 and surrogate murine hepatitis virus RNA in untreated wastewater to inform application in wastewater-based epidemiology. Environ Res191, 110092, doi:10.1016/j.envres.2020.110092 (2020)","10.1016/j.envres.2020.110092","NA",7,473.310732549383,68.8871025985446,0.145543081661173,2.67514635241671,3,3,1,10
"120","K120","Ahmed2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","NA","37",37,"100","100","NA","dechlorinated tap water in the dark, kinetics for day 0 and days 3, 7, 12, 18, 25, and 33. 25.0 ± 0.2 °C","Environmental samples","Liquid medium","5 μL of gamma-irradiated SARSCoV-2 (7.03 ± 0.19 log10 gene copis (GC)) and 5 μL of MHV suspension (6.83 ± 0.10 log10 GC)","Cellular infectivity in Vero cells (TCID-50) ","Multiple","Fig_Ahmed2020_1.png","Figure 1 (Tap water)","Ahmed, W. et al. Decay of SARS-CoV-2 and surrogate murine hepatitis virus RNA in untreated wastewater to inform application in wastewater-based epidemiology. Environ Res191, 110092, doi:10.1016/j.envres.2020.110092 (2020)","10.1016/j.envres.2020.110092","NA",7,271.162158512341,31.8067876024511,0.117298032206819,2.43322908233383,3,3,1,10
"121","K121","Matson2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","NA","4",4,"40","40","NA","polyproylene disks with human nasal mucus  mixed with SARS-CoV-2","Biological specimen","Liquid medium","50 μL of each fluid containing 1 × 105 50% tissue culture infective dose/ml SARS-CoV-2","Cellular infectivity by TCID50 in Vero E6 cells","Multiple","Fig_Matson2020_B.png","Figure B","Matson, J. M. et al. Effect of Environmental Conditions on SARS-CoV-2 Stability in Human Nasal Mucus and Sputum. Emerg. Infect. Dis.26, 2276-2278, doi:10.1007/s13312-020-1851-5 (2020)","10.1007/s13312-020-1851-5","NA",6,15.5994620091331,2.16574482577311,0.138834584455869,1.19310962075871,3,3,1,10
"122","K122","Matson2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","NA","4",4,"40","40","NA","polyproylene disks with human sputum  mixed with SARS-CoV-2","Biological specimen","Liquid medium","50 μL of each fluid containing 1 × 105 50% tissue culture infective dose/ml SARS-CoV-2","Cellular infectivity by TCID50 in Vero E6 cells","Multiple","Fig_Matson2020_D.png","Figure D","Matson, J. M. et al. Effect of Environmental Conditions on SARS-CoV-2 Stability in Human Nasal Mucus and Sputum. Emerg. Infect. Dis.26, 2276-2278, doi:10.1007/s13312-020-1851-5 (2020)","10.1007/s13312-020-1851-5","NA",7,26.1511959208551,4.80939314206333,0.183907197078812,1.41749155438693,3,3,1,10
"123","K123","Matson2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","NA","21",21,"40","40","NA","polyproylene disks with human nasal mucus  mixed with SARS-CoV-2","Biological specimen","Liquid medium","50 μL of each fluid containing 1 × 105 50% tissue culture infective dose/ml SARS-CoV-2","Cellular infectivity by TCID50 in Vero E6 cells","Multiple","Fig_Matson2020_B.png","Figure B","Matson, J. M. et al. Effect of Environmental Conditions on SARS-CoV-2 Stability in Human Nasal Mucus and Sputum. Emerg. Infect. Dis.26, 2276-2278, doi:10.1007/s13312-020-1851-5 (2020)","10.1007/s13312-020-1851-5","NA",6,19.8172650103469,5.62790846394918,0.283990170238465,1.29704371710817,3,3,1,10
"124","K124","Matson2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","NA","21",21,"40","40","NA","polyproylene disks with human sputum  mixed with SARS-CoV-2","Biological specimen","Liquid medium","50 μL of each fluid containing 1 × 105 50% tissue culture infective dose/ml SARS-CoV-2","Cellular infectivity by TCID50 in Vero E6 cells","Multiple","Fig_Matson2020_D.png","Figure D","Matson, J. M. et al. Effect of Environmental Conditions on SARS-CoV-2 Stability in Human Nasal Mucus and Sputum. Emerg. Infect. Dis.26, 2276-2278, doi:10.1007/s13312-020-1851-5 (2020)","10.1007/s13312-020-1851-5","NA",7,33.1217623671107,12.4655143728736,0.376354199837254,1.52011343698809,3,3,1,10
"125","K125","Matson2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","NA","27",27,"85","85","NA","polyproylene disks with human nasal mucus  mixed with SARS-CoV-2","Biological specimen","Liquid medium","50 μL of each fluid containing 1 × 105 50% tissue culture infective dose/ml SARS-CoV-2","Cellular infectivity by TCID50 in Vero E6 cells","Multiple","Fig_Matson2020_B.png","Figure B","Matson, J. M. et al. Effect of Environmental Conditions on SARS-CoV-2 Stability in Human Nasal Mucus and Sputum. Emerg. Infect. Dis.26, 2276-2278, doi:10.1007/s13312-020-1851-5 (2020)","10.1007/s13312-020-1851-5","NA",4,10.8778904583399,3.06884012964743,0.282117212101046,1.03654468110371,2,3,1,7
"126","K126","Matson2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","NA","27",27,"85","85","NA","human sputum  mixed with SARS-CoV-2  on polyproylene disks","Biological specimen","Liquid medium","50 μL of each fluid containing 1 × 105 50% tissue culture infective dose/ml SARS-CoV-2","Cellular infectivity by TCID50 in Vero E6 cells","Multiple","Fig_Matson2020_D.png","Figure D","Matson, J. M. et al. Effect of Environmental Conditions on SARS-CoV-2 Stability in Human Nasal Mucus and Sputum. Emerg. Infect. Dis.26, 2276-2278, doi:10.1007/s13312-020-1851-5 (2020)","10.1007/s13312-020-1851-5","NA",5,10.7418730310716,3.23133059529933,0.300816308845999,1.03108001470948,2,3,1,7
"127","K127","Behzadinasab2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","NA","22",22,"60-70","65","NA","Glass","Glass","Non-porous surface","A 5 μL test droplet containing 6.2 × 107 (7.8 log unit) TCID50/ml SARS-CoV-2 was placed on the test solid at 60−70% humidity and 22−23 °C and was observed to dry in about 15 min for more hydrophilic samples and about 30 min for more hydrophobic samples.","Cellular infectivity in Vero cells (TCID-50) ","Multiple","Table_Behzadinasab2020_S","Table S3","Behzadinasab, S., Chin, A., Hosseini, M., Poon, L. & Ducker, W. A. A Surface Coating that Rapidly Inactivates SARS-CoV-2. ACS applied materials & interfaces12, 34723-34727, doi:10.1021/acsami.0c11425 (2020)","10.1021/acsami.0c11425","NA",5,11.4996783694503,1.6130283160657,0.140267254808693,1.06068569389046,2,3,1,7
"128","K128","Behzadinasab2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","NA","22",22,"60-70","65","NA","Cu2O coatted on glass","Coated glass","Non-porous surface","A 5 μL test droplet containing 6.2 × 107 (7.8 log unit) TCID50/ml SARS-CoV-2 was placed on the test solid at 60−70% humidity and 22−23 °C and was observed to dry in about 15 min for more hydrophilic samples and about 30 min for more hydrophobic samples.","Cellular infectivity in Vero cells (TCID-50) ","Multiple","Table_Behzadinasab2020_S","Table S3","Behzadinasab, S., Chin, A., Hosseini, M., Poon, L. & Ducker, W. A. A Surface Coating that Rapidly Inactivates SARS-CoV-2. ACS applied materials & interfaces12, 34723-34727, doi:10.1021/acsami.0c11425 (2020)","10.1021/acsami.0c11425","NA",1,NA,NA,NA,NA,1,3,1,4
"129","K129","Behzadinasab2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","NA","22",22,"60-70","65","NA","Stainless steel","Stainless steel","Non-porous surface","A 5 μL test droplet containing 6.2 × 107 (7.8 log unit) TCID50/ml SARS-CoV-2 was placed on the test solid at 60−70% humidity and 22−23 °C and was observed to dry in about 15 min for more hydrophilic samples and about 30 min for more hydrophobic samples.","Cellular infectivity in Vero cells (TCID-50) ","Multiple","Table_Behzadinasab2020_S","Table S4","Behzadinasab, S., Chin, A., Hosseini, M., Poon, L. & Ducker, W. A. A Surface Coating that Rapidly Inactivates SARS-CoV-2. ACS applied materials & interfaces12, 34723-34727, doi:10.1021/acsami.0c11425 (2020)","10.1021/acsami.0c11425","NA",5,13.5250029072159,0.795046560201853,0.0587834668617834,1.13113736713075,2,3,4,10
"130","K130","Behzadinasab2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","NA","22",22,"60-70","65","NA","Cu2O on stainless steel","Stainless steel","Non-porous surface","A 5 μL test droplet containing 6.2 × 107 (7.8 log unit) TCID50/ml SARS-CoV-2 was placed on the test solid at 60−70% humidity and 22−23 °C and was observed to dry in about 15 min for more hydrophilic samples and about 30 min for more hydrophobic samples.","Cellular infectivity in Vero cells (TCID-50) ","Multiple","Table_Behzadinasab2020_S","Table S4","Behzadinasab, S., Chin, A., Hosseini, M., Poon, L. & Ducker, W. A. A Surface Coating that Rapidly Inactivates SARS-CoV-2. ACS applied materials & interfaces12, 34723-34727, doi:10.1021/acsami.0c11425 (2020)","10.1021/acsami.0c11425","NA",2,0.379780198412367,NA,NA,-0.420467682949268,1,3,1,4
"131","K131","Behzadinasab2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","NA","22",22,"60-70","65","NA","glass after exposure to 5 cycles of SARS-CoV-2 plus 5 cycles of disinfection with 70% ethanol","Glass","Non-porous surface","A 5 μL test droplet containing 6.2 × 107 (7.8 log unit) TCID50/ml SARS-CoV-2 was placed on the test solid at 60−70% humidity and 22−23 °C and was observed to dry in about 15 min for more hydrophilic samples and about 30 min for more hydrophobic samples.","Cellular infectivity in Vero cells (TCID-50) ","Multiple","Table_Behzadinasab2020_S","Table S5","Behzadinasab, S., Chin, A., Hosseini, M., Poon, L. & Ducker, W. A. A Surface Coating that Rapidly Inactivates SARS-CoV-2. ACS applied materials & interfaces12, 34723-34727, doi:10.1021/acsami.0c11425 (2020)","10.1021/acsami.0c11425","NA",4,20.9341340201288,1.73825464354426,0.0830344661915735,1.32085500018984,2,3,4,10
"132","K132","Behzadinasab2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","NA","22",22,"60-70","65","NA","Cu2O glass after exposure to 5 cycles of SARS-CoV-2 plus 5 cycles of disinfection with 70% ethanol","Coated glass","Non-porous surface","A 5 μL test droplet containing 6.2 × 107 (7.8 log unit) TCID50/ml SARS-CoV-2 was placed on the test solid at 60−70% humidity and 22−23 °C and was observed to dry in about 15 min for more hydrophilic samples and about 30 min for more hydrophobic samples.","Cellular infectivity in Vero cells (TCID-50) ","Multiple","Table_Behzadinasab2020_S","Table S5","Behzadinasab, S., Chin, A., Hosseini, M., Poon, L. & Ducker, W. A. A Surface Coating that Rapidly Inactivates SARS-CoV-2. ACS applied materials & interfaces12, 34723-34727, doi:10.1021/acsami.0c11425 (2020)","10.1021/acsami.0c11425","NA",3,1.06454103168854,0.7482007590297,0.702838816689792,0.0271624055512185,1,3,1,4
"133","K133","Behzadinasab2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","NA","22",22,"60-70","65","NA","glass","Glass","Non-porous surface","A 5 μL test droplet containing 6.2 × 107 (7.8 log unit) TCID50/ml SARS-CoV-2 was placed on the test solid at 60−70% humidity and 22−23 °C and was observed to dry in about 15 min for more hydrophilic samples and about 30 min for more hydrophobic samples.","Cellular infectivity in Vero cells (TCID-50) ","Multiple","Table_Behzadinasab2020_S","Table S6","Behzadinasab, S., Chin, A., Hosseini, M., Poon, L. & Ducker, W. A. A Surface Coating that Rapidly Inactivates SARS-CoV-2. ACS applied materials & interfaces12, 34723-34727, doi:10.1021/acsami.0c11425 (2020)","10.1021/acsami.0c11425","NA",5,11.4996783694503,1.6130283160657,0.140267254808693,1.06068569389046,2,3,1,7
